Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/9/20,2/1/20,9/5/20,New Jersey,Male,65-74 years,"1,730","6,431","1,216",881,12,"2,076",
9/9/20,2/1/20,9/5/20,New Jersey,Male,75-84 years,"1,939","7,508","1,420","1,001",20,"2,375",
9/9/20,2/1/20,9/5/20,New Jersey,Male,85 years and over,"1,780","7,908","1,375",864,18,"2,309",
9/9/20,2/1/20,9/5/20,New Jersey,Male,All Ages,"7,545","30,906","5,356","3,789",71,"9,177",
9/9/20,2/1/20,9/5/20,New Jersey,Female,Under 1 year,0,84,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,0-17 years,,125,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,1-4 years,,13,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,5-14 years,0,16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,15-24 years,,96,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,18-29 years,17,204,12,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,25-34 years,35,285,24,15,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,30-49 years,149,"1,061",101,67,,186,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,35-44 years,67,482,43,31,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,45-54 years,185,"1,041",133,87,,232,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,50-64 years,696,"3,278",492,340,,853,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,55-64 years,572,"2,651",402,281,,697,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,65-74 years,"1,016","4,462",709,502,,"1,226",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Female,75-84 years,"1,742","7,309","1,229",860,12,"2,122",
9/9/20,2/1/20,9/5/20,New Jersey,Female,85 years and over,"3,005","13,716","1,926","1,276",22,"3,674",
9/9/20,2/1/20,9/5/20,New Jersey,Female,All Ages,"6,626","30,155","4,471","3,053",50,"8,086",
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,65-74 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Jersey,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Jersey,All Sexes,All Ages,"14,172","61,063","9,828","6,843",121,"17,264",
9/9/20,2/1/20,9/5/20,New Mexico,Male,Under 1 year,0,19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,0-17 years,0,62,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,5-14 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,15-24 years,,122,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,18-29 years,,246,11,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,25-34 years,19,305,23,12,0,30,
9/9/20,2/1/20,9/5/20,New Mexico,Male,30-49 years,48,738,52,28,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,35-44 years,21,355,24,13,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,45-54 years,36,519,39,18,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,50-64 years,84,"1,244",97,43,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,55-64 years,61,948,72,31,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,65-74 years,89,"1,308",104,39,,157,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,75-84 years,75,"1,459",120,32,,167,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,85 years and over,83,"1,303",108,25,,167,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Male,All Ages,385,"6,360",493,171,16,723,
9/9/20,2/1/20,9/5/20,New Mexico,Female,Under 1 year,0,20,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Female,0-17 years,0,41,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,15-24 years,0,46,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,18-29 years,,77,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,25-34 years,,121,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,30-49 years,21,395,26,12,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,35-44 years,13,195,15,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,45-54 years,21,309,24,12,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,50-64 years,62,762,72,34,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,55-64 years,44,574,55,23,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,65-74 years,58,"1,002",95,31,,124,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,75-84 years,97,"1,345",119,44,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,85 years and over,119,"1,904",114,33,,202,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New Mexico,Female,All Ages,358,"5,526",429,154,13,646,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New Mexico,All Sexes,All Ages,743,"11,886",922,325,29,"1,369",
9/9/20,2/1/20,9/5/20,New York,Male,Under 1 year,0,156,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Male,0-17 years,,285,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,1-4 years,0,28,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,5-14 years,,51,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,15-24 years,11,379,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,18-29 years,28,705,24,11,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,25-34 years,48,873,35,22,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,30-49 years,303,"2,494",201,142,,368,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,35-44 years,128,"1,187",78,51,,157,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,45-54 years,377,"2,227",282,197,,468,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Male,50-64 years,"1,148","6,601",912,581,21,"1,498",
9/9/20,2/1/20,9/5/20,New York,Male,55-64 years,915,"5,184",729,458,18,"1,202",
9/9/20,2/1/20,9/5/20,New York,Male,65-74 years,"1,470","7,795","1,252",732,26,"2,013",
9/9/20,2/1/20,9/5/20,New York,Male,75-84 years,"1,611","9,054","1,492",817,26,"2,310",
9/9/20,2/1/20,9/5/20,New York,Male,85 years and over,"1,532","10,010","1,646",756,29,"2,448",
9/9/20,2/1/20,9/5/20,New York,Male,All Ages,"6,094","36,944","5,529","3,040",111,"8,684",
9/9/20,2/1/20,9/5/20,New York,Female,Under 1 year,0,115,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,0-17 years,,182,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,5-14 years,0,39,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,15-24 years,,144,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,18-29 years,,272,,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,25-34 years,19,347,16,10,0,25,
9/9/20,2/1/20,9/5/20,New York,Female,30-49 years,114,"1,272",94,56,,155,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,35-44 years,53,562,43,29,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,45-54 years,134,"1,217",116,62,,190,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Female,50-64 years,525,"3,959",499,274,15,763,
9/9/20,2/1/20,9/5/20,New York,Female,55-64 years,441,"3,247",423,233,13,643,
9/9/20,2/1/20,9/5/20,New York,Female,65-74 years,828,"5,642",762,420,13,"1,183",
9/9/20,2/1/20,9/5/20,New York,Female,75-84 years,"1,342","8,525","1,225",651,19,"1,935",
9/9/20,2/1/20,9/5/20,New York,Female,85 years and over,"2,624","16,566","2,200","1,119",44,"3,742",
9/9/20,2/1/20,9/5/20,New York,Female,All Ages,"5,443","36,418","4,790","2,524",100,"7,800",
9/9/20,2/1/20,9/5/20,New York,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York,All Sexes,All Ages,"11,537","73,364","10,319","5,564",211,"16,484",
9/9/20,2/1/20,9/5/20,New York City,Male,Under 1 year,,129,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,0-17 years,,210,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,1-4 years,,19,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,5-14 years,,39,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,15-24 years,23,262,,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,18-29 years,62,526,25,15,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,25-34 years,112,696,60,41,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Male,30-49 years,857,"2,653",374,292,62,948,
9/9/20,2/1/20,9/5/20,New York City,Male,35-44 years,401,"1,260",160,125,28,443,
9/9/20,2/1/20,9/5/20,New York City,Male,45-54 years,992,"2,517",466,362,73,"1,101",
9/9/20,2/1/20,9/5/20,New York City,Male,50-64 years,"2,832","6,867","1,364","1,049",192,"3,164",
9/9/20,2/1/20,9/5/20,New York City,Male,55-64 years,"2,223","5,334","1,068",821,149,"2,484",
9/9/20,2/1/20,9/5/20,New York City,Male,65-74 years,"3,268","7,337","1,621","1,262",139,"3,632",
9/9/20,2/1/20,9/5/20,New York City,Male,75-84 years,"3,109","7,510","1,678","1,240",106,"3,556",
9/9/20,2/1/20,9/5/20,New York City,Male,85 years and over,"2,110","6,531","1,262",830,78,"2,556",
9/9/20,2/1/20,9/5/20,New York City,Male,All Ages,"12,245","31,634","6,327","4,689",586,"13,940",
9/9/20,2/1/20,9/5/20,New York City,Female,Under 1 year,,108,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,0-17 years,,150,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,1-4 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,5-14 years,,25,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,15-24 years,10,93,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,18-29 years,26,190,16,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,25-34 years,55,269,24,15,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,30-49 years,303,"1,118",133,92,23,347,
9/9/20,2/1/20,9/5/20,New York City,Female,35-44 years,116,504,57,36,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Female,45-54 years,394,"1,222",195,141,33,452,
9/9/20,2/1/20,9/5/20,New York City,Female,50-64 years,"1,301","3,702",691,519,87,"1,487",
9/9/20,2/1/20,9/5/20,New York City,Female,55-64 years,"1,057","2,930",558,425,68,"1,202",
9/9/20,2/1/20,9/5/20,New York City,Female,65-74 years,"1,760","4,796",930,686,89,"2,020",
9/9/20,2/1/20,9/5/20,New York City,Female,75-84 years,"2,289","6,504","1,299",922,89,"2,684",
9/9/20,2/1/20,9/5/20,New York City,Female,85 years and over,"2,737","10,756","1,586","1,024",89,"3,323",
9/9/20,2/1/20,9/5/20,New York City,Female,All Ages,"8,421","27,216","4,659","3,254",381,"9,903",
9/9/20,2/1/20,9/5/20,New York City,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,New York City,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,New York City,All Sexes,All Ages,"20,666","58,851","10,986","7,943",967,"23,843",
9/9/20,2/1/20,9/5/20,North Carolina,Male,Under 1 year,0,203,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,0-17 years,0,340,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,1-4 years,0,31,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,5-14 years,0,45,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Male,15-24 years,,474,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,18-29 years,,803,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,25-34 years,,855,18,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,30-49 years,68,"2,279",83,25,,134,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,35-44 years,31,"1,054",35,10,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,45-54 years,83,"1,816",95,32,,154,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Male,50-64 years,208,"4,981",321,88,36,477,
9/9/20,2/1/20,9/5/20,North Carolina,Male,55-64 years,157,"3,925",263,69,32,383,
9/9/20,2/1/20,9/5/20,North Carolina,Male,65-74 years,248,"5,793",466,100,22,635,
9/9/20,2/1/20,9/5/20,North Carolina,Male,75-84 years,305,"6,222",542,114,17,750,
9/9/20,2/1/20,9/5/20,North Carolina,Male,85 years and over,244,"4,863",448,112,18,597,
9/9/20,2/1/20,9/5/20,North Carolina,Male,All Ages,"1,079","25,281","1,872",441,106,"2,614",
9/9/20,2/1/20,9/5/20,North Carolina,Female,Under 1 year,0,161,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,0-17 years,0,248,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,1-4 years,0,18,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,5-14 years,0,43,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,15-24 years,,188,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,18-29 years,,336,10,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,25-34 years,,369,15,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,30-49 years,32,"1,278",59,12,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,35-44 years,12,595,29,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Female,45-54 years,44,"1,167",66,21,11,100,
9/9/20,2/1/20,9/5/20,North Carolina,Female,50-64 years,106,"3,300",221,44,28,311,
9/9/20,2/1/20,9/5/20,North Carolina,Female,55-64 years,78,"2,621",178,29,20,247,
